,0
10170,few
10171,"years,"
10172,they're
10173,looking
10174,to
10175,set
10176,targets.
10177,um
10178,and
10179,it's
10180,becoming
10181,less
10182,common
10183,for
10184,companies
10185,just
10186,but
10187,i
10188,think
10189,a
10190,few
10191,years
10192,ago
10193,companies
10194,would
10195,just
10196,pick
10197,up
10198,either
10199,pick
10200,an
10201,arbitrary
10202,number
10203,or
10204,pick
10205,something
10206,that
10207,they
10208,thought
10209,they
10210,could
10211,achieve
10212,and
10213,set
10214,that
10215,target.
10216,now
10217,there's
10218,a
10219,lot
10220,more
10221,interest
10222,in
10223,science
10224,space
10225,targets
10226,having
10227,that
10228,approved.
10229,so
10230,when
10231,we
10232,go
10233,through
10234,that
10235,process
10236,um
10237,often
10238,times
10239,it's
10240,kind
10241,of
10242,in
10243,combination
10244,with
10245,a
10246,with
10247,a
10248,scope
10249,three
10250,screening
10251,because
10252,they
10253,want
10254,to
10255,know
10256,if
10257,okay
10258,if
10259,their
10260,scope
10261,three
10262,emissions
10263,are
10264,greater
10265,than
10266,40%
10267,they
10268,have
10269,to
10270,set
10271,a
10272,scope
10273,three
10274,science
10275,based
10276,targets
10277,and
10278,sometimes
10279,the
10280,people
10281,interested
10282,haven't
10283,haven't
10284,completed
10285,their
10286,full
10287,scope
10288,three
10289,inventory
10290,yet.
10291,um
10292,so
10293,that's
10294,the
10295,first
10296,part
10297,is
10298,like
10299,"okay,"
10300,scope
10301,three
10302,screening
10303,determine
10304,if
10305,they
10306,need
10307,to
10308,set
10309,a
10310,scope
10311,three
10312,target.
10313,usually
10314,in
10315,almost
10316,all
10317,cases
10318,it's
10319,yes
10320,because
10321,scope
10322,three
10323,emissions
10324,are
10325,so
10326,much
10327,bigger
10328,than
10329,scope
10330,one
10331,and
10332,two.
10333,um
10334,but
10335,then
10336,it's
10337,really
10338,about
10339,they
10340,clients
10341,want
10342,to
10343,either
10344,either
10345,they'll
10346,commit
10347,immediately
10348,and
10349,then
10350,they'll
10351,say
10352,okay
10353,we
10354,have
10355,two
10356,years
10357,to
10358,figure
10359,it
10360,out
10361,or
10362,they
10363,really
10364,want
10365,to
10366,understand
10367,their
10368,target
10369,options
10370,before
10371,they
10372,even
10373,commit
10374,publicly
10375,to
10376,setting
10377,them.
10378,so
10379,what
10380,we'll
10381,do
10382,is
10383,take
10384,their
10385,emissions
10386,inventory
10387,and
10388,model
10389,out
10390,most
10391,commonly
10392,used.
10393,we'll
10394,use
10395,the
10396,s.b.t.i.
10397,tools
10398,to
10399,model
10400,out.
10401,okay
10402,these
10403,are
10404,your
10405,potential
10406,targets
10407,right?
10408,if
10409,you
10410,set
10411,a
10412,absolute
10413,emissions
10414,target
10415,it
10416,looks
10417,like
10418,this.
10419,if
10420,you
10421,set
10422,the
10423,intensity
10424,target
10425,it
10426,looks
10427,like
10428,this
10429,back
10430,when
10431,to
10432,under
10433,two
10434,degrees
10435,c.
10436,and
10437,1.5
10438,degrees
10439,c.
10440,targets
10441,were
10442,allowed.
10443,we
10444,would
10445,model
10446,at
10447,both
10448,those
10449,different
10450,pathways
10451,and
10452,show
10453,them
10454,the
10455,difference.
10456,now
10457,it
10458,has
10459,to
10460,be
10461,below
10462,1.5
10463,degrees
10464,c.
10465,so
10466,we'll
10467,model
10468,out
10469,both
10470,of
10471,those
10472,different
10473,pathways
10474,and
10475,then
10476,a
10477,lot
10478,of
10479,clients
10480,won't
10481,understand.
10482,okay
10483,so
10484,this
10485,is
10486,a
10487,hypothetical
10488,"target,"
10489,is
10490,it
10491,achievable
10492,for
10493,us?
10494,so
10495,well
10496,okay
10497,if
10498,you
10499,um
10500,if
10501,you
10502,purchased
10503,all
10504,this
10505,renewable
10506,energy
10507,where
10508,would
10509,that
10510,put
10511,you
10512,on
10513,in
10514,relation
10515,to
10516,your
10517,goal
10518,if
10519,you
10520,covered
10521,all
10522,your
10523,electricity
10524,with
10525,renewables
10526,for
10527,example.
10528,um
10529,so
10530,then
10531,it's
10532,more
10533,okay
10534,then
10535,they
10536,will
10537,publicly
10538,commit
10539,and
10540,then
10541,we'll
10542,go
10543,through
10544,the
10545,more
10546,formal
10547,target
10548,setting
10549,process
10550,which
10551,is
10552,a
10553,little
10554,more
10555,rigorous
10556,in
10557,terms
10558,of
10559,science
10560,based
10561,targets
10562,will
10563,come
10564,back
10565,and
10566,ask
10567,questions
10568,about.
10569,okay
10570,how
10571,did
10572,you
10573,do
10574,your
10575,inventory?
10576,did
10577,you
10578,account
10579,for
10580,this
10581,particular
10582,thing
10583,and
10584,scope
10585,three?
10586,so
10587,that's
10588,more
10589,of
10590,a
10591,back
10592,and
10593,forth
10594,with
10595,the
10596,science
10597,based
10598,targets
10599,group.
10600,um
10601,but
10602,yeah
10603,so
10604,that's
10605,kind
10606,of
10607,an
10608,overview
10609,of
10610,the
10611,process
10612,there?
10613,um
10614,and
10615,it
10616,is
10617,with
10618,the
10619,science
10620,based
10621,targets
10622,tools
10623,are
10624,are
10625,great
10626,to
10627,a
10628,degree.
10629,sometimes
10630,it's
10631,a
10632,little
10633,confusing
10634,that
10635,their
10636,their
10637,version
10638,numbers
10639,are
10640,they
10641,like
10642,they'll
10643,have
10644,multiple
10645,versions
10646,up
10647,that
10648,exist
10649,on
10650,the
10651,internet
10652,and
10653,if
10654,you're
10655,using
10656,like
10657,an
10658,outdated
10659,version
10660,you
10661,gotta
10662,be
10663,careful
10664,because
10665,it
10666,won't
10667,it
10668,won't
10669,give
10670,you
10671,the
10672,same
10673,math.
10674,um
10675,but
10676,we'll
10677,we'll
10678,check
10679,it
10680,internally
10681,with
10682,our
10683,with
10684,our
10685,with
10686,our
10687,own
10688,calculations
10689,because
10690,usually
10691,those
10692,percentage
10693,reductions
10694,are
10695,pretty
10696,straightforward
10697,and
10698,we
10699,can
10700,just
10701,say
10702,oh
10703,it's
10704,4.2%
10705,each
10706,year
10707,or
10708,something
10709,like
10710,that.
10711,occasionally
10712,clients
10713,will
10714,want
10715,to
10716,be
10717,more
10718,aggressive
10719,than
10720,the
10721,actual
10722,what
10723,the
10724,tool
10725,spits
10726,out
10727,as
10728,they're
10729,like
10730,minimum
10731,pathway
10732,for
10733,1.5
10734,degrees
10735,c.
10736,um
10737,so
10738,well
10739,we'll
10740,adjust
10741,that
10742,as
10743,well.
10744,yeah.
10745,um
10746,and
10747,what
10748,is
10749,like
10750,what
10751,is
10752,that
10753,conversation
10754,with
10755,um
10756,the
10757,client
10758,and
10759,them
10760,getting
10761,buy
10762,in
10763,from
10764,their
10765,organization
10766,or
10767,do
10768,you
10769,not?
10770,are
10771,you
10772,not
10773,as
10774,involved
10775,in
10776,that
10777,part?
10778,usually
10779,usually
10780,they
10781,come
10782,to
10783,us
10784,when
10785,they
10786,already
10787,have
10788,buying
10789,to
10790,set
10791,a
10792,target.
10793,however
10794,sometimes
10795,it's
10796,something
10797,that
10798,comes
10799,up.
10800,say
10801,we're
10802,doing
10803,an
10804,initial
10805,scope
10806,three
10807,or
10808,scope
10809,one
10810,and
10811,two
10812,inventory.
10813,maybe
10814,some
10815,scope
10816,three
10817,part
10818,of
10819,our
10820,recommendations.
10821,we
10822,always
10823,provide
10824,recommendations
10825,at
10826,the
10827,end
10828,of
10829,the
10830,project
10831,things
10832,to
10833,think
10834,"about,"
10835,oh
10836,this
10837,is
10838,this
10839,is
10840,where
10841,you
10842,could
10843,potentially
10844,look
10845,to
10846,look
10847,reduce
10848,your
10849,emissions.
10850,you
10851,should
10852,consider
10853,setting
10854,a
10855,target
10856,and
10857,usually
10858,our
10859,suggestion
10860,is
10861,to
10862,point
10863,them
10864,towards
10865,the
10866,science
10867,based
10868,targets
10869,as
10870,best
10871,practice.
10872,um
10873,occasionally
10874,they've
10875,they've
10876,looked
10877,at
10878,that
10879,and
10880,they
10881,say
10882,this
10883,makes
10884,sense
10885,for
10886,us
10887,but
10888,really
10889,um
10890,yeah
10891,if
10892,they
10893,trust
10894,our
10895,advice
10896,coming
10897,out
10898,of
10899,the
10900,initial
10901,inventory
10902,and
10903,we
10904,say
10905,we
10906,think
10907,science
10908,based
10909,targets
10910,are
10911,best
10912,practice.
10913,occasionally
10914,they'll
10915,say
10916,yes
10917,let's
10918,do
10919,it.
10920,sometimes
10921,it
10922,needs
10923,to
10924,come
10925,from
10926,higher
10927,up
10928,um
10929,to
10930,get
10931,by
10932,and
10933,maybe
10934,they're
10935,getting
10936,pressure
10937,um
10938,from
10939,investors
10940,or
10941,things
10942,like
10943,that
10944,to
10945,set
10946,rates
10947,or
10948,um
10949,or
10950,from
10951,or
10952,we're
10953,seeing
10954,slightly
10955,more
10956,and
10957,more
10958,supply
10959,chain
10960,connections
10961,right?
10962,for
10963,for
10964,maybe
10965,some
10966,of
10967,their
10968,"customers,"
10969,their
10970,biggest
10971,"customers,"
10972,their
10973,biggest
10974,suppliers
10975,want
10976,their
10977,value
10978,chain
10979,to
10980,have
10981,targets
10982,set.
10983,so
10984,that
10985,occasionally
10986,will
10987,be
10988,a
10989,motivator
10990,as
10991,well.
10992,yeah.
10993,and
10994,are
10995,the
10996,are
10997,the
10998,tools
10999,that
11000,you
11001,have
11002,to
11003,use
11004,per
11005,client?
11006,um
11007,you
11008,know
11009,like
11010,do
11011,they
11012,change
11013,at
11014,all?
11015,um
11016,what
11017,is
11018,the
11019,biggest
11020,challenge
11021,with
11022,science
11023,based
11024,targets?
11025,because
11026,often
11027,what
11028,i
11029,hear
11030,is
11031,that
11032,it's
11033,the
11034,same
11035,challenges
11036,as
11037,everything
11038,else?
11039,like
11040,it's
11041,the
11042,data
11043,really.
11044,but
11045,is
11046,there
11047,any
11048,specific
11049,um
11050,any
11051,specific
11052,tools
11053,that
11054,you
11055,use
11056,for
11057,this
11058,process?
11059,yeah.
11060,i
11061,think
11062,there's
11063,not
11064,"really,"
11065,not
11066,really
11067,any
11068,"tools,"
11069,i
11070,think
11071,the
11072,process
11073,is
11074,slightly
11075,different
11076,just
11077,depending
11078,on
11079,the
11080,"client,"
11081,depending
11082,what
11083,what
11084,scope
11085,three
11086,categories
11087,are
11088,material
11089,to
11090,them.
11091,scope
11092,one
11093,and
11094,2
11095,is
11096,usually
11097,pretty
11098,straight
11099,"forward,"
11100,no
11101,matter
11102,what
11103,it's
11104,like
11105,the
11106,sci
11107,fi
11108,target
11109,tool
11110,is
11111,gonna
11112,spit
11113,out
11114,a
11115,potential
11116,target
11117,that
11118,that
11119,meets
11120,their
11121,criteria
11122,that's
11123,below
11124,1.5°c
11125,pathway.
11126,thinking
11127,about
11128,the
11129,script
11130,targets
11131,are
11132,a
11133,little
11134,more
11135,if
11136,you're
11137,not
11138,looking
11139,into
11140,the
11141,net
11142,zero
11143,"guidance,"
11144,which
11145,some
11146,clients
11147,are
11148,looking
11149,at
11150,like
11151,long-term
11152,net
11153,zero
11154,targets
11155,for
11156,like
11157,2050
11158,or
11159,earlier.
11160,those
11161,have
11162,to
11163,they
11164,expand
11165,that
11166,boundary
11167,that
11168,you
11169,have
11170,to
11171,cover
11172,90%
11173,of
11174,your
11175,scope
11176,three
11177,emissions
11178,or
11179,95%.
11180,i
11181,can't
11182,remember
11183,off
11184,the
11185,top
11186,of
11187,my
11188,head.
11189,um
11190,but
11191,the
11192,scope
11193,three
11194,targets
11195,for
11196,like
11197,the
11198,near-term
11199,targets
11200,or
11201,the
11202,medium-term
11203,targets
11204,that
11205,are
11206,like
11207,10
11208,years
11209,"out,"
11210,they
11211,don't
11212,have
11213,to
11214,cover
11215,that
11216,much
11217,of
11218,your
11219,scope
11220,three
11221,emissions.
11222,so
11223,some
11224,some
11225,companies
11226,and
11227,you
11228,can
11229,see
11230,this
11231,on
11232,the
11233,science-based
11234,target
11235,website
11236,will
11237,set
11238,a
11239,sense
11240,we
11241,target
11242,only
11243,over
11244,a
11245,certain
11246,category
11247,of
11248,their
11249,scope
11250,three.
11251,so
11252,that's
11253,really
11254,where
11255,it
11256,gets
11257,more
11258,customized
11259,depending
11260,on
11261,the
11262,client
11263,is
11264,the
11265,scope
11266,three
11267,target
11268,and
11269,the
11270,potential
11271,for
11272,that
11273,um
11274,scope
11275,one
11276,and
11277,two
11278,is
11279,usually
11280,more
11281,straightforward.
11282,but
11283,"yeah,"
11284,i
11285,think
11286,if
11287,they
11288,have
11289,a
11290,scope
11291,on
11292,into
11293,inventory
11294,and
11295,it's
11296,completed
11297,that
11298,target
11299,setting
11300,process
11301,is
11302,fairly
11303,straightforward.
11304,it
11305,is
11306,when
11307,it
11308,gets
11309,comes
11310,to
11311,scope
11312,"three,"
11313,it's
11314,really
11315,determining
11316,some
11317,some
11318,clients
11319,are
11320,"like,"
11321,"okay,"
11322,are
11323,we
11324,above
11325,or
11326,below
11327,that
11328,40%
11329,threshold.
11330,that
11331,means
11332,we
11333,have
11334,to
11335,set
11336,a
11337,scope
11338,to
11339,target
11340,and
11341,then
11342,once
11343,they
11344,say
11345,they're
11346,above
11347,it.
11348,okay.
11349,which
11350,which
11351,combination
11352,of
11353,categories?
11354,i
11355,think
11356,it's
11357,about
11358,60%
11359,of
11360,the
11361,scripture
11362,emissions
11363,have
11364,to
11365,be
11366,included
11367,in
11368,the
11369,target.
11370,so
11371,which
11372,combination
11373,of
11374,categories
11375,do
11376,we
11377,need
11378,to
11379,set
11380,a
11381,target
11382,on?
11383,can
11384,we
11385,set
11386,a
11387,target
11388,just
11389,on
11390,11
11391,category.
11392,for
11393,example
11394,if
11395,they
11396,have
11397,one
11398,category
11399,that
11400,really
11401,dominates
11402,their
11403,um
11404,their
11405,scope
11406,three
11407,emissions.
11408,so
11409,that's
11410,where
11411,it
11412,gets
11413,a
11414,little
11415,more
11416,a
11417,little
11418,more
11419,difficult
11420,and
11421,a
11422,little
11423,more
11424,customized
11425,depending
11426,on
11427,the
11428,client.
11429,and
11430,there's
11431,not
11432,really
11433,a
11434,tool
11435,that
11436,we
11437,use.
11438,it's
11439,kind
11440,of
11441,just
11442,math
11443,um
11444,to
11445,determine.
11446,okay.
11447,does
11448,"they,"
11449,do
11450,they
11451,are
11452,they
11453,meeting
11454,the
11455,threshold
11456,if
11457,they
11458,include
11459,these
11460,categories?
11461,are
11462,they
11463,meeting
11464,the
11465,threshold
11466,if
11467,they're
11468,only
11469,setting
11470,a
11471,target
11472,"on,"
11473,you
11474,"know,"
11475,just
11476,13
11477,category?
11478,yeah.
11479,and
11480,within
11481,your
11482,own
11483,company
11484,and
11485,colleagues
11486,um
11487,is
11488,it
11489,do
11490,you
11491,guys
11492,often
11493,have
11494,the
11495,same
11496,client
11497,or
11498,is
11499,it
11500,an
11501,autonomous
11502,thing
11503,where
11504,like
11505,i'm
11506,working
11507,on
11508,this
11509,client
11510,or
11511,is
11512,it
11513,more
11514,of
11515,like
11516,usually
11517,it's
11518,a
11519,team
11520,um
11521,there'll
11522,be
11523,a
11524,team
11525,of
11526,associates
11527,and
11528,a
11529,couple
11530,analysts
11531,on
11532,each
11533,client
11534,engagement.
11535,um
11536,but
11537,these
11538,are
11539,you
11540,the
11541,science
11542,based
11543,target
11544,process
11545,is
11546,usually
11547,part
11548,of
11549,a
11550,bigger
11551,scope
11552,of
11553,work
11554,that
11555,we
11556,have
11557,for
11558,a
11559,"client,"
11560,usually
11561,there's
11562,other
11563,things
11564,happening
11565,in
11566,parallel
11567,at
11568,the
11569,same
11570,time
11571,but
11572,that
11573,maybe
11574,other
11575,members
11576,of
11577,my
11578,company
11579,are
11580,working
11581,on.
11582,um
11583,"yeah,"
11584,so
11585,it's
11586,it's
11587,really
11588,not
11589,like
11590,one
11591,person
11592,going
11593,off
11594,and
11595,setting
11596,a
11597,target
11598,for
11599,someone
11600,is
11601,really
11602,a
11603,team
11604,thing.
11605,yeah.
11606,how
11607,do
11608,you
11609,guys
11610,collaborate?
11611,like
11612,and
11613,how
11614,"yeah,"
11615,i
11616,mean
11617,i
11618,think
11619,it's
11620,it's
11621,mostly
11622,about
11623,i
11624,mean
11625,it's
11626,just
11627,about
11628,communicating
11629,with
11630,each
11631,other
11632,and
11633,like
11634,i
11635,said
11636,okay
11637,you
11638,can
11639,use
11640,the
11641,science
11642,based
11643,targets
11644,tool
11645,tool
11646,to
11647,model
11648,out
11649,their
11650,potential
11651,scope
11652,one
11653,and
11654,two
11655,targets
11656,and
11657,you
11658,can
11659,use
11660,it
11661,to
11662,model
11663,their
11664,potential
11665,school
11666,three
11667,and
11668,then
11669,we
11670,kind
11671,of
11672,we
11673,usually
11674,bring
11675,them
11676,together
11677,in
11678,some
11679,form
11680,of
11681,presentation
11682,slides
11683,to
11684,show
11685,them
11686,okay
11687,these
11688,are
11689,your
11690,target
11691,options
11692,and
11693,will
11694,work
11695,collaboratively
11696,collaboratively
11697,in
11698,those
11699,slides
11700,usually
11701,power
11702,point.
11703,um
11704,i
11705,don't
11706,think
11707,there's
11708,any
11709,good
11710,i
11711,mean
11712,excel
11713,obviously
11714,we're
11715,using
11716,to
11717,do
11718,"something,"
11719,do
11720,the
11721,calculations
11722,um
11723,and
11724,then
11725,we'll
11726,maybe
11727,we'll
11728,write
11729,up
11730,a
11731,report
11732,and
11733,say
11734,okay
11735,these
11736,are
11737,your
11738,missions
11739,these
11740,your
11741,target
11742,"options,"
11743,that
11744,kind
11745,of
11746,thing.
11747,yeah.
11748,cool.
11749,so
11750,overall
11751,in
11752,like
11753,your
11754,work
11755,and
11756,your
11757,company
11758,um
11759,what
11760,are
11761,some
11762,of
11763,the
11764,bigger
11765,challenges
11766,that
11767,you
11768,face
11769,that
11770,you
11771,know
11772,that
11773,we
11774,could
11775,be
11776,helpful
11777,in
11778,with
11779,like
11780,software
11781,tools?
11782,so
11783,we
11784,have
11785,larger
11786,men
11787,were
11788,working
11789,on
11790,a
11791,lot
11792,of
11793,things
11794,and
11795,we're
11796,trying
11797,to
11798,work
11799,more
11800,specifically
11801,with
11802,um
11803,creating
11804,tools
11805,for
11806,consultants.
11807,um
11808,so
11809,what
11810,what
11811,do
11812,you
11813,see
11814,out
11815,there
11816,in
11817,the
11818,world
11819,challenges
11820,like
11821,not
11822,specific
11823,features
11824,that
11825,you
11826,need
11827,but
11828,just
11829,like
11830,i
11831,think
11832,the
11833,biggest
11834,challenge.
11835,and
11836,this
11837,is
11838,something
11839,we
11840,talked
11841,we
11842,just
11843,we
11844,touched
11845,on
11846,briefly
11847,is
11848,that
11849,data
11850,collection
11851,side
11852,of
11853,things
11854,for
11855,the
11856,client
11857,to
11858,to
11859,really
11860,if
11861,if
11862,a
11863,client
11864,doesn't
11865,have
11866,a
11867,centralized
11868,system
11869,where
11870,they're
11871,tracking
11872,all
11873,of
11874,these
11875,different
11876,information
11877,that
11878,we
11879,need?
11880,it's
11881,hard
11882,to
11883,build
11884,that
11885,uh
11886,for
11887,"each,"
11888,each
11889,individual
11890,client
11891,because
11892,every
11893,client
11894,system
11895,systems
11896,are
11897,kind
11898,of
11899,different.
11900,um
11901,i
11902,know
11903,there's
11904,progress
11905,made
11906,on
11907,this
11908,with
11909,the
11910,ability
11911,to
11912,connect
11913,to
11914,some
11915,systems
11916,with
11917,a
11918,p.i.s
11919,or
11920,other
11921,other
11922,things
11923,like
11924,that.
11925,i
11926,think
11927,just
11928,it's
11929,almost
11930,more
11931,like
11932,okay
11933,in
11934,educating
11935,educating
11936,the
11937,clients
11938,"that,"
11939,so
11940,this
11941,is
11942,to
11943,make
11944,them
11945,understand
11946,that
11947,this
11948,is
11949,information
11950,that
11951,needs
11952,to
11953,be
11954,tracked
11955,year
11956,over
11957,year
11958,or
11959,even
11960,like
11961,month
11962,to
11963,month
11964,and
11965,have
11966,that
11967,all
11968,in
11969,one
11970,central
11971,location.
11972,i
11973,think
11974,that's
11975,the
11976,biggest
11977,challenge
11978,that
11979,we
11980,deal
11981,with
11982,is
11983,really
11984,they
11985,sometimes
11986,they'll
11987,they'll
11988,"do,"
11989,they'll
11990,do
11991,an
11992,"inventory,"
11993,they'll
11994,get
11995,us
11996,all
11997,the
11998,data
11999,for
12000,one
12001,year
12002,and
12003,then
12004,they'll
12005,they'll
12006,maybe
12007,forget
12008,about
12009,it
12010,for
12011,a
12012,whole
12013,another
12014,year
12015,until
12016,they're
12017,ready
12018,to
12019,do
12020,it
12021,again.
12022,and
12023,that's
12024,really
12025,not
12026,the
12027,most
12028,efficient
12029,way
12030,to
12031,collect
12032,this
12033,data.
12034,it
12035,really
12036,should
12037,be
12038,an
12039,ongoing
12040,process.
12041,um
12042,that's
12043,the
12044,biggest
12045,challenge.
12046,i
12047,think
12048,another
12049,one
12050,is
12051,potentially
12052,the
12053,boundary
12054,setting.
12055,um
12056,"discussions,"
12057,clients
12058,really
12059,don't
12060,understand
12061,the
12062,difference
12063,between
12064,the
12065,different
12066,control
12067,approaches
12068,that
12069,the
12070,gsc
12071,protocol
12072,uses.
12073,so
12074,like
12075,operational
12076,control
12077,financial
12078,control
12079,equity
12080,share
12081,approach.
12082,they're
12083,also
12084,really
12085,concerned
12086,about
12087,the
12088,sec
12089,has
12090,proposed
12091,climate
12092,rule
12093,and
12094,what
12095,that
12096,means
12097,for
12098,setting
12099,their
12100,boundaries.
12101,i
12102,think
12103,in
12104,the
12105,climate
12106,rule
12107,it
12108,might
12109,"have,"
12110,we'll
12111,see
12112,when
12113,it
12114,finally
12115,comes
12116,when
12117,the
12118,final
12119,version
12120,comes
12121,"out,"
12122,but
12123,are
12124,they
12125,going
12126,to
12127,need
12128,to
12129,align
12130,their
12131,greenhouse
12132,gas
12133,emission
12134,boundaries
12135,with
12136,their
12137,financial
12138,reporting
12139,boundaries
12140,like
12141,they
12142,have
12143,in
12144,their
12145,in
12146,their
12147,10-k.s.
12148,um
12149,so
12150,that's
12151,that's
12152,another
12153,one.
12154,so
12155,data
12156,collection
12157,and
12158,the
12159,boundary
12160,setting.
12161,our
12162,two
12163,big
12164,ones
12165,i
12166,think.
12167,do
12168,you
12169,provide
12170,any
12171,sort
12172,of
12173,templates
12174,or
12175,any
12176,spreadsheets
12177,that
12178,they
12179,can
12180,get
12181,started
12182,on?
12183,like
12184,when?
12185,"yeah,"
12186,we
12187,usually
12188,we'll
12189,send
12190,them
12191,a
12192,data
12193,collection
12194,spreadsheet
12195,after
12196,we
12197,if
12198,we
12199,if
12200,we
12201,know
12202,okay
12203,there's
12204,this
12205,many
12206,locations
12207,and
12208,they
12209,all
12210,"use,"
12211,we
12212,won't
12213,understand.
12214,"okay,"
12215,do
12216,they
12217,use
12218,electricity?
12219,do
12220,they
12221,use
12222,natural
12223,gas
12224,will
12225,send
12226,kind
12227,of
12228,a
12229,either
12230,a
12231,excel
12232,template
12233,or
12234,that
12235,they
12236,can
12237,fill
12238,out
12239,and
12240,then
12241,return
12242,to
12243,us.
12244,which
12245,is
12246,great
12247,when
12248,they
12249,do
12250,a
12251,lot
12252,of
12253,times
12254,they
12255,don't
12256,do
12257,"that,"
12258,they
12259,just
12260,send
12261,back
12262,the
12263,bills
12264,and
12265,they
12266,make
12267,us
12268,pull
12269,out
12270,the
12271,information.
12272,um
12273,or
12274,we've
12275,been
12276,starting
12277,to
12278,move
12279,to
12280,like
12281,surveys
12282,where
12283,we
12284,"say,"
12285,"okay,"
12286,if
12287,we
12288,have
12289,a
12290,"contact,"
12291,we'll
12292,build
12293,a
12294,survey
12295,for
12296,them
12297,to
12298,input
12299,the
12300,information
12301,into
12302,a
12303,survey.
12304,and
12305,then
12306,we
12307,that's
12308,if
12309,everyone
12310,fills
12311,out
12312,the
12313,"survey,"
12314,it's
12315,a
12316,little
12317,more
12318,straightforward
12319,because
12320,then
12321,we
12322,can
12323,export
12324,survey
12325,um
12326,data
12327,and
12328,it's
12329,easier
12330,to
12331,work
12332,with.
12333,but
12334,"yeah,"
12335,it's
12336,still
12337,it's
12338,still
12339,about
12340,kind
12341,of
12342,it's
12343,still
12344,a
12345,fairly
12346,manual
12347,process
12348,like
12349,"okay,"
12350,understanding
12351,these
12352,are
12353,the
12354,correct
12355,contacts
12356,at
12357,each
12358,site
12359,to
12360,send
12361,it
12362,out
12363,to
12364,getting
12365,the
12366,"data,"
12367,putting
12368,it
12369,all
12370,"together,"
12371,that
12372,kind
12373,of
12374,thing.
12375,yeah.
12376,and
12377,do
12378,"they,"
12379,let's
12380,say
12381,somebody
12382,has
12383,1000
12384,locations
12385,all
12386,over
12387,the
12388,"world,"
12389,they
12390,really
12391,have
12392,access
12393,to
12394,these
12395,factories
12396,if
12397,they
12398,want
12399,to
12400,do
12401,a
12402,full.
12403,so
12404,it
12405,depends
12406,on
12407,the
12408,company.
12409,the
12410,really
12411,mature
12412,companies
12413,"will,"
12414,will
12415,have
12416,some
12417,kind
12418,"of,"
12419,especially
12420,if
12421,they're
12422,pushing
12423,1000
12424,locations
12425,that
12426,they
12427,own.
12428,um
12429,they
12430,more
12431,mature
12432,companies
12433,are
12434,"using,"
12435,like
12436,i
12437,"said,"
12438,like
12439,i
12440,hinted
12441,at
12442,a
12443,bill
12444,pay
12445,"service,"
12446,energy
12447,does
12448,a
12449,bill
12450,pay
12451,service
12452,or
12453,they'll
12454,have
12455,a
12456,central
12457,tracking
12458,system
12459,where
12460,maybe
12461,not
12462,all
12463,of
12464,their
12465,stores
12466,are
12467,on
12468,"it,"
12469,but
12470,some
12471,of
12472,their
12473,stores
12474,are
12475,on
12476,it
12477,and
12478,so
12479,we
12480,can
12481,take
12482,that
12483,data
12484,and
12485,that's
12486,it's
12487,great
12488,when
12489,they
12490,have
12491,it.
12492,um
12493,sometimes
12494,they'll
12495,have
12496,access
12497,a
12498,lot
12499,of
12500,the
12501,"times,"
12502,especially
12503,in
12504,the
12505,least
12506,locations
12507,they
12508,don't
12509,have
12510,access
12511,to
12512,the
12513,bills
12514,because
12515,they
12516,don't
12517,get
12518,billed
12519,directly.
12520,they're
12521,paying
12522,the
12523,landlord
12524,back
12525,for
12526,utilities.
12527,and
12528,those
12529,cases
12530,we
12531,either
12532,can
12533,ask
12534,the
12535,landlord
12536,for
12537,full
12538,building
12539,data
12540,and
12541,pro
12542,rated
12543,by
12544,square
12545,footage
12546,that
12547,they
12548,that
12549,they're
12550,occupying
12551,the
12552,building
12553,or
12554,if
12555,there's
12556,no
12557,data
12558,"available,"
12559,which
12560,is
12561,often
12562,the
12563,case
12564,with
12565,"some,"
12566,we
12567,use
12568,estimates
12569,for
12570,for
12571,some
12572,locations
12573,where
12574,they
12575,don't
12576,have
12577,data.
12578,um
12579,"it's,"
12580,it's
12581,all
12582,this
12583,is
12584,that's
12585,"the,"
12586,that's
12587,the
12588,tedious
12589,part
12590,really
12591,is
12592,"figuring,"
12593,okay
12594,which
12595,locations
12596,are
12597,we
12598,going
12599,to
12600,get
12601,data
12602,for?
12603,which
12604,locations
12605,do
12606,we
12607,need
12608,to
12609,estimate
12610,which
12611,locations
12612,do
12613,we
12614,have
12615,like
12616,maybe
12617,full
12618,building
12619,"data,"
12620,but
12621,not
12622,just
12623,their
12624,space.
12625,"um,"
12626,so
12627,that's
12628,that's
12629,a
12630,big
12631,tricky
12632,challenge
12633,that
12634,we
12635,deal
12636,with.
12637,yeah.
12638,how
12639,do
12640,you
12641,communicate
12642,the
12643,accuracy
12644,of
12645,those
12646,estimates?
12647,yeah.
12648,so
12649,"it's,"
12650,i
12651,think
12652,it's
12653,like
12654,we
12655,will
12656,"use,"
12657,it
12658,depends
12659,on
12660,how
12661,much
12662,data
12663,we've
12664,actually
12665,received
12666,from
12667,the
12668,client.
12669,in
12670,some
12671,"cases,"
12672,we've
12673,gotten
12674,enough
12675,data
12676,that
12677,we
12678,can
12679,make.
12680,um
12681,we
12682,can
12683,come
12684,up
12685,with
12686,estimation
12687,factors
12688,based
12689,"on,"
12690,"okay,"
12691,they
12692,have
12693,this
12694,many
12695,sites
12696,in
12697,a
12698,particular
12699,region.
12700,we
